producto,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
Puente viejo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sta. Monica (cualquier),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Ana tinto,0,0,0,0,0,0,0,8.0,2.0,11.0,3.0,3.0,1.0,0,18.0,16.0,3.0,8.0,10.0,6.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,8.0,9.0,10.0,2.0,11.0,10.0,7.0,7.0,7.0,2.0,3.0,18.0,6.0,4.0,6.0,4.0,8.0,7.0,7.0,16.0,14.0,23.0,11.0,5.0,9.0,11.0,11.0,16.0,6.0,13.0,6.0,9.0,7.0,0,2.0,3.0,2.0,3.0,1.0,0,2.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,2.0,1.0,0,0,0,0
Suc. Abel Michel T. MAGNUM,0,0,0,0,0,0,0,3.0,1.0,1.0,1.0,0,1.0,0,1.0,4.0,2.0,3.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,13.0,7.0,7.0,9.0,4.0,11.0,15.0,20.0,10.0,17.0,4.0,1.0,1.0,1.0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,10.0,7.0,7.0,15.0,6.0,3.0,4.0,2.0,9.0,6.0,5.0,29.0,25.0,29.0,49.0,44.0,39.0,24.0,12.0,43.0,29.0,26.0,2.0,11.0,14.0,5.0,6.0,5.0,0
Chento,0,0,0,0,0,0,0,4.0,18.0,3.0,5.0,4.0,4.0,3.0,0,1.0,1.0,7.0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,1.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sta Florentina Bivarietales,0,0,0,0,0,0,0,1.0,4.0,3.0,5.0,2.0,7.0,0,3.0,8.0,4.0,12.0,7.0,13.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,32.0,32.0,19.0,13.0,51.0,60.0,38.0,72.0,89.0,107.0,66.0,129.0,93.0,113.0,73.0,17.0,62.0,99.0,109.0,96.0,105.0,110.0,110.0,87.0,89.0,117.0,105.0,125.0,135.0,111.0,109.0,101.0,133.0,87.0,87.0,81.0,111.0,74.0,88.0,33.0,64.0,51.0,67.0,72.0,54.0,29.0,48.0,33.0,61.0,54.0,41.0,25.0,55.0,67.0,63.0,50.0,47.0,39.0,55.0,39.0,10.0,0
Tittarelli,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nampe 3/4 Los Haroldos,0,0,0,0,0,0,0,0,0,4.0,3.0,3.0,2.0,2.0,12.0,4.0,1.0,6.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2.0,1.0,9.0,15.0,31.0,31.0,28.0,45.0,50.0,59.0,86.0,67.0,38.0,52.0,74.0,47.0,41.0,64.0,58.0,63.0,64.0,10.0,0
Toro Viejo Clasico 3/4,0,0,0,0,0,0,0,45.0,52.0,39.0,61.0,58.0,91.0,57.0,105.0,44.0,55.0,23.0,31.0,47.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,13.0,23.0,8.0,12.0,17.0,20.0,45.0,37.0,14.0,28.0,25.0,43.0,62.0,63.0,46.0,35.0,76.0,40.0,56.0,63.0,42.0,62.0,39.0,25.0,36.0,70.0,27.0,43.0,37.0,31.0,31.0,23.0,35.0,32.0,48.0,49.0,40.0,50.0,53.0,46.0,57.0,30.0,25.0,33.0,42.0,33.0,31.0,37.0,49.0,50.0,37.0,35.0,41.0,53.0,79.0,41.0,34.0,56.0,59.0,49.0,4.0,0
Trapiche DULCE COSECHA,0,0,0,0,0,0,0,11.0,4.0,2.0,11.0,3.0,5.0,4.0,2.0,3.0,3.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,5.0,8.0,2.0,1.0,3.0,4.0,0,3.0,0,2.0,1.0,4.0,3.0,3.0,2.0,0,2.0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valderroble,0,0,0,0,0,0,0,3.0,9.0,16.0,4.0,10.0,16.0,9.0,3.0,7.0,8.0,11.0,9.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,2.0,2.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valmont,0,0,0,0,0,0,0,0,0,1.0,0,2.0,0,1.0,1.0,2.0,0,0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,3.0,0,2.0,0,0,3.0,0,1.0,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0,0,0,0,0,1.0,0,0,2.0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nampe Magnum Los Haroldos,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,50.0,23.0,35.0,38.0,45.0,7.0,0
Viejo Tomba tto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,2.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Recinto del Rey,0,0,0,0,0,0,0,6.0,1.0,5.0,3.0,7.0,0,1.0,0,0,1.0,4.0,7.0,12.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,12.0,11.0,3.0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Telmo,0,0,0,0,0,0,0,4.0,2.0,3.0,1.0,1.0,0,2.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Milagro torrontes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moscato Dada 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,3.0,4.0,1.0,3.0,8.0,6.0,1.0,1.0,0,0,0,0,0,1.0,2.0,3.0,5.0,3.0,3.0,4.0,6.0,0,5.0,0,2.0,0,1.0,0,2.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,5.0,2.0,0,0,0,0,0,0
Cria de Cosechas Magnum tto,0,0,0,0,0,0,0,47.0,45.0,47.0,33.0,47.0,17.0,22.0,23.0,12.0,17.0,20.0,10.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,14.0,21.0,13.0,8.0,14.0,8.0,19.0,13.0,17.0,19.0,26.0,37.0,40.0,48.0,49.0,11.0,32.0,28.0,38.0,25.0,39.0,26.0,33.0,36.0,38.0,30.0,24.0,17.0,35.0,32.0,56.0,29.0,16.0,16.0,22.0,35.0,13.0,16.0,10.0,29.0,33.0,33.0,50.0,46.0,37.0,22.0,10.0,10.0,11.0,10.0,7.0,4.0,5.0,25.0,10.0,5.0,0,0,0,0,0,0
Reservado Concha y Toro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,20.0,18.0,19.0,14.0,0,1.0,2.0,0,0,1.0,3.0,0,0,0,2.0,8.0,13.0,0,2.0,0,0,11.0,10.0,0
Fond de Cave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,18.0,35.0,22.0,17.0,6.0,0,0,0,0,0,0,0,0,2.0,3.0,3.0,0,0,0,0,0,0,6.0,0,0,0,1.0,1.0,2.0,0,1.0,0,1.0,2.0,1.0,1.0,5.0,0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,0,0,1.0,2.0,2.0,6.0,2.0,3.0,1.0,0,0
Michel Torino seleccion bco,0,0,0,0,0,0,0,2.0,6.0,17.0,8.0,6.0,6.0,2.0,0,4.0,1.0,6.0,1.0,6.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,6.0,8.0,10.0,15.0,5.0,5.0,1.0,10.0,14.0,4.0,1.0,3.0,6.0,6.0,4.0,1.0,2.0,2.0,2.0,0,2.0,4.0,5.0,1.0,7.0,5.0,2.0,4.0,5.0,1.0,7.0,5.0,0,1.0,5.0,4.0,6.0,7.0,3.0,7.0,9.0,8.0,6.0,5.0,2.0,0,0,0,0,7.0,6.0,2.0,0,4.0,8.0,2.0,8.0,6.0,6.0,18.0,1.0,0
Viejo Solar Magnum Canciller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,8.0,18.0,23.0,10.0,10.0,10.0,0,4.0,4.0,6.0,6.0,3.0,1.0,7.0,3.0,2.0,1.0,3.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viñastr BONARDA 3/4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,9.0,3.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,96.0,51.0,38.0,34.0,104.0,78.0,96.0,64.0,86.0,54.0,60.0,81.0,37.0,41.0,41.0,11.0,41.0,49.0,57.0,36.0,22.0,46.0,40.0,47.0,29.0,32.0,23.0,34.0,35.0,33.0,64.0,50.0,53.0,31.0,50.0,28.0,38.0,24.0,24.0,49.0,36.0,33.0,40.0,35.0,44.0,28.0,36.0,27.0,25.0,26.0,19.0,18.0,16.0,10.0,13.0,12.0,6.0,14.0,6.0,5.0,2.0,0
Toro Bonarda-Syrah bivarietal,0,0,0,0,0,0,0,27.0,18.0,17.0,24.0,24.0,18.0,23.0,26.0,34.0,33.0,22.0,47.0,22.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,15.0,17.0,10.0,9.0,19.0,18.0,43.0,4.0,16.0,16.0,24.0,25.0,49.0,74.0,60.0,23.0,35.0,40.0,51.0,28.0,63.0,64.0,44.0,51.0,48.0,60.0,37.0,43.0,42.0,44.0,46.0,36.0,38.0,45.0,39.0,50.0,36.0,30.0,33.0,22.0,41.0,45.0,43.0,44.0,31.0,59.0,43.0,58.0,58.0,75.0,38.0,38.0,28.0,51.0,22.0,9.0,21.0,22.0,29.0,42.0,9.0,0
Santa Ana blanco,0,0,0,0,0,0,0,10.0,3.0,8.0,7.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colon Syrah sirah,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,1.0,2.0,1.0,3.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1.0,1.0,1.0,4.0,0,3.0,3.0,1.0,5.0,2.0,5.0,1.0,0,3.0,3.0,8.0,2.0,0,3.0,2.0,2.0,0,0,0,2.0,8.0,3.0,0,5.0,1.0,1.0,4.0,5.0,0,1.0,9.0,6.0,3.0,1.0,1.0,3.0,0,2.0,0,2.0,3.0,0,4.0,3.0,6.0,7.0,2.0,4.0,3.0,2.0,1.0,0,0,0
Colon Chardonay,0,0,0,0,0,0,0,2.0,1.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,1.0,5.0,0,1.0,1.0,2.0,2.0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,0,8.0,0,0,0,0
Champagne Nieto Extrabrut Senetiner,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,2.0,0,0,25.0,0,1.0,5.0,2.0,1.0,2.0,4.0,2.0,14.0,5.0,8.0,4.0,2.0,4.0,15.0,1.0,6.0,6.0,0,0,3.0,7.0,1.0,0,11.0,9.0,4.0,8.0,12.0,2.0,10.0,8.0,6.0,7.0,14.0,9.0,8.0,6.0,6.0,11.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,0,0
Santa Julia Chenin dce Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,4.0,2.0,5.0,2.0,4.0,1.0,1.0,3.0,0,9.0,9.0,4.0,5.0,0,0,0,0,1.0,2.0,6.0,3.0,1.0,4.0,8.0,9.0,4.0,3.0,6.0,0,0,0,3.0,2.0,5.0,3.0,0,0
Colon Sauv blanc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,0,1.0,0,0,0,0,0,0,0,3.0,1.0,0,5.0,3.0,3.0,1.0,4.0,0,2.0,0,3.0,3.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0
Luigi Bosca,0,0,0,0,0,0,0,0,0,0,0,9.0,0,1.0,2.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,1.0,0,1.0,0,1.0,0,0,0,2.0,0,0,0,0,0,1.0,0,0
Bodega Uno Tittarelli TORRONTES,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dada (2x $100),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,6.0,8.0,18.0,16.0,20.0,12.0,12.0,10.0,17.0,10.0,18.0,18.0,24.0,39.0,20.0,19.0,32.0,42.0,34.0,9.0,17.0,39.0,47.0,67.0,99.0,87.0,79.0,67.0,11.0,0
Dilema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,4.0,6.0,9.0,1.0,3.0,5.0,9.0,7.0,3.0,7.0,11.0,4.0,8.0,6.0,3.0,4.0,4.0,0,0
Lopez Blanco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colon Malbec,0,0,0,0,0,0,0,6.0,11.0,2.0,7.0,6.0,0,0,6.0,4.0,8.0,2.0,10.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,5.0,5.0,6.0,3.0,3.0,0,7.0,5.0,0,4.0,1.0,5.0,5.0,3.0,10.0,2.0,13.0,0,1.0,10.0,10.0,9.0,7.0,7.0,10.0,12.0,7.0,13.0,8.0,8.0,5.0,4.0,9.0,6.0,5.0,9.0,8.0,7.0,11.0,9.0,3.0,6.0,9.0,5.0,5.0,9.0,5.0,19.0,13.0,1.0,5.0,3.0,4.0,16.0,18.0,10.0,7.0,7.0,0,0
Trapiche Alaris,0,0,0,0,0,0,0,0,0,0,10.0,14.0,14.0,8.0,21.0,12.0,16.0,16.0,11.0,26.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,12.0,6.0,0,0,0,1.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0,0,0,0,0,0,8.0,9.0,33.0,12.0,7.0,1.0,4.0,3.0,3.0,6.0,5.0,9.0,8.0,11.0,3.0,6.0,10.0,2.0,1.0,1.0,1.0,6.0,3.0,5.0,8.0,9.0,7.0,5.0,1.0,0,0
Michel Torino abocado (et azul),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gato Negro,0,0,0,0,0,0,0,0,0,0,1.0,7.0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,6.0,3.0,1.0,1.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marsala Florio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0,1.0,1.0,0,0
Santa Florentina DOLCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alma Mora Chardonnay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,5.0,2.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,3.0,1.0,1.0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0
Suc. Abel M Torino MOSCATEL,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0,0,6.0,4.0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dalton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Fierro Magnum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,22.0,26.0,16.0,11.0,5.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don David,0,0,0,0,0,0,0,7.0,11.0,6.0,4.0,5.0,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0,1.0,1.0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0,1.0,5.0,3.0,0,5.0,3.0,0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,0,0,1.0,4.0,2.0,4.0,2.0,0,2.0,0,0
Primera Zona malbeck y cabernet,0,0,0,0,0,0,0,2.0,0,1.0,1.0,0,1.0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primera Zona chenin,0,0,0,0,0,0,0,0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elementos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,5.0,5.0,5.0,7.0,6.0,1.0,1.0,1.0,1.0,0,4.0,1.0,4.0,0,0,6.0,5.0,1.0,5.0,0,1.0,1.0,4.0,1.0,3.0,2.0,5.0,4.0,3.0,0,5.0,10.0,8.0,4.0,5.0,3.0,2.0,4.0,4.0,2.0,3.0,0,2.0,8.0,1.0,7.0,2.0,4.0,0,3.0,2.0,5.0,9.0,12.0,8.0,9.0,8.0,0,6.0,2.0,0
Moscato El Abuelo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1.0,0,0,1.0,2.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finca Los Robles Magnum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,23.0,16.0,0,0,13.0,9.0,0,0,7.0,9.0,18.0,32.0,28.0,25.0,16.0,18.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
